Date time,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Resource_Allocation
2022-02-14 09:02:52,USER_9177,Navigation,-94,45,62,51
2022-05-30 07:42:40,Duplicate,Streaming,-72,5000,N/A,12
2024-10-09 19:23:03,USER_6440,Streaming,-110,295,21,21
,123ABC,,-120,217,27,48
N/A,USER_1960,,-70,172,100,37
2023-04-18 14:18:27,USER_5160,,-49,-10,N/A,83
2024-03-21 10:35:25,USER_6589,Streaming,-100,63,,53
2024-11-07 13:25:13,USER_2166,Inconnu,-104,281,34,51
2023-12-17 00:37:22,USER_2520,Streaming,-101,42,79,82
2022-01-18 00:08:54,USER_8358,Appel Vidéo,-73,113,47,47
2022-06-10 18:17:45,USER_3056,IoT,-114,91,80,89
2022-11-16 14:48:41,USER_4345,Streaming,-111,194,76,19
2022-01-04 07:59:35,USER_7243,Inconnu,-63,255,11,150
2024-11-22 04:35:04,USER_7350,Appel Vidéo,-112,244,33,40
2022-06-17 19:37:28,USER_8821,,-47,218,61,47
2023-11-17 07:07:07,USER_7870,IoT,-200,118,-5,83
2024-04-06 00:39:19,USER_6004,Navigation,-45,62,22,150
2022-06-28 02:57:54,USER_3763,Inconnu,-65,54,22,56
2022-05-28 13:00:07,USER_9766,Streaming,-55,-10,50,8
2024-03-28 15:52:18,USER_2382,Appel Vidéo,-110,64,50,8
2022-09-22 11:57:05,USER_3724,IoT,-119,241,N/A,2
2023-05-20 17:59:13,,,-85,-10,10,41
2023-03-16 16:10:19,USER_1273,Navigation,-97,143,12,49
2022-01-03 19:37:46,USER_8062,,-63,251,50,64
2022-09-27 05:14:11,USER_1249,Streaming,-69,,-5,7
2024-02-28 00:31:15,USER_8714,IoT,-98,255,N/A,63
2022-12-14 08:36:27,,IoT,-57,246,47,77
2023-09-28 08:09:09,USER_7186,IoT,-73,188,30,15
2023-11-02 05:16:45,123ABC,,-100,99,N/A,14
2023-12-17 07:44:57,USER_1950,Inconnu,-112,281,,61
2022-12-26 13:01:10,USER_5413,Streaming,-95,235,66,Corrupt
2023-11-30 19:01:47,USER_2683,Inconnu,-120,266,36,92
2022-06-06 19:47:48,USER_3750,Streaming,-63,159,59,68
2024-06-26 08:27:00,USER_4751,Streaming,-113,123,37,46
2022-07-29 01:48:49,USER_7783,Appel Vidéo,-41,178,-5,
2024-10-18 14:48:58,USER_3073,,-75,193,9999,29
2022-12-28 20:23:25,USER_9962,Streaming,-106,295,70,5
2022-12-20 10:58:05,USER_8053,Appel Vidéo,-200,59,-5,35
2023-12-18 17:31:17,USER_7818,Appel Vidéo,-66,,77,65
2024-08-15 15:49:46,USER_8025,Inconnu,-70,131,9999,-50
2024-02-11 21:33:15,USER_3287,IoT,-103,-10,-5,50
2023-05-31 04:35:18,USER_6079,,-101,299,14,61
2024-07-06 13:09:10,123ABC,,-48,146,69,94
2022-12-17 05:00:41,USER_3531,,-62,165,83,15
2023-10-31 12:53:18,USER_8828,Streaming,-101,45,89,58
2022-02-01 21:03:30,USER_5383,Streaming,-93,262,52,40
2022-03-19 09:48:43,USER_6311,Streaming,-48,5000,24,3
2024-08-01 05:22:57,USER_9129,Navigation,-97,,23,80
2023-03-09 20:28:16,USER_6065,Appel Vidéo,-56,190,57,93
2023-12-23 01:31:43,USER_4226,,-119,25,9999,83
2022-05-15 02:44:44,USER_7603,,-92,-10,77,24
2022-02-16 23:03:00,USER_6616,Navigation,-53,75,44,23
2022-06-20 21:30:28,USER_2715,IoT,-95,17,66,81
2022-07-24 07:42:51,USER_5877,Navigation,-83,53,3,61
2024-02-21 21:11:29,USER_9780,Inconnu,-81,-10,72,69
2024-10-19 05:15:07,USER_9245,Streaming,-109,257,15,56
2024-03-17 06:53:25,USER_1857,Streaming,-78,222,34,100
2024-07-11 22:38:58,USER_5233,IoT,-100,108,41,79
2023-11-15 08:36:12,USER_9772,,-104,-10,17,4
2023-01-01 14:08:27,USER_8678,IoT,-50,,9999,72
Invalid,USER_4507,Navigation,-49,17,62,55
2022-02-24 13:44:51,USER_5821,Navigation,999,130,24,48
2023-09-25 05:19:09,USER_5509,IoT,-104,111,19,60
2023-07-17 01:03:17,USER_8365,,-84,192,72,150
2024-02-21 08:32:04,USER_1854,IoT,-94,83,29,4
2023-06-07 00:53:59,USER_9786,Streaming,-85,,15,13
2022-05-04 15:04:42,123ABC,,-97,187,45,84
2023-10-07 04:09:23,USER_7435,Inconnu,-65,29,63,23
2023-06-19 05:59:12,USER_5791,Inconnu,-81,40,43,98
2024-04-25 09:18:10,USER_1781,Navigation,-95,287,4,23
2022-10-22 01:28:59,USER_8076,IoT,-49,124,N/A,57
2024-05-03 11:01:32,USER_3286,Appel Vidéo,-77,165,7,
2023-12-02 08:33:54,USER_9634,Navigation,-86,,21,54
2024-04-08 08:08:35,USER_8725,Navigation,-103,43,83,7
2024-12-02 03:28:49,123ABC,Appel Vidéo,-117,83,45,56
2023-09-18 11:08:46,USER_2509,IoT,-56,252,80,Corrupt
N/A,USER_5641,Inconnu,,46,26,16
2023-06-17 11:48:33,USER_8177,,,75,16,25
2024-11-29 18:38:31,USER_1782,Inconnu,-200,137,,Corrupt
2024-07-24 03:36:07,Duplicate,,999,171,8,2
2023-11-18 07:46:04,USER_4243,IoT,-79,203,55,44
2024-09-01 09:00:48,USER_9494,Navigation,-107,59,25,150
2024-02-04 05:57:15,USER_7554,,-50,283,5,9
2023-06-07 23:08:54,USER_3836,Appel Vidéo,-79,121,88,7
2022-04-25 13:43:48,USER_8954,,-59,93,95,3
2023-02-27 06:36:40,USER_4978,Appel Vidéo,-111,27,93,22
2022-11-12 04:33:33,USER_6746,IoT,-91,5000,50,60
2024-04-14 18:05:12,USER_5395,Inconnu,-107,253,9999,56
2022-04-30 20:48:24,USER_9987,Appel Vidéo,-79,107,50,66
2022-03-18 09:33:19,USER_4734,Appel Vidéo,-85,174,76,56
,USER_3154,Navigation,-74,-10,83,79
2024-01-23 21:00:37,USER_6145,Navigation,-108,52,73,29
2022-12-13 17:11:17,USER_4367,Appel Vidéo,-113,16,85,150
2022-03-09 22:45:06,USER_1738,Inconnu,,194,,30
2024-03-22 18:54:22,USER_9443,Navigation,-56,34,99,40
2022-05-02 12:52:02,USER_9698,Inconnu,-102,140,52,74
2022-11-18 07:40:30,USER_5510,Appel Vidéo,-46,51,66,6
N/A,USER_4496,Navigation,-70,22,56,94
2022-11-11 10:06:24,USER_1747,Inconnu,-66,290,62,97
2022-05-31 07:01:24,USER_2905,IoT,-111,5000,1,65
2022-06-21 16:21:54,USER_4472,Appel Vidéo,-100,8,82,82
2022-03-17 10:36:33,USER_2497,Streaming,-111,90,54,62
2024-10-04 03:48:13,USER_2826,Navigation,-110,122,63,50
2023-02-26 21:18:15,USER_1944,,-98,181,24,52
2023-05-07 13:29:44,USER_7736,Inconnu,-48,293,,22
2022-07-22 22:53:55,123ABC,Navigation,-98,5000,78,62
2022-07-23 17:07:13,USER_4375,IoT,-99,162,29,28
2023-06-21 20:13:44,USER_2543,Inconnu,-105,Error,,98
,123ABC,Inconnu,-79,162,72,150
2022-10-06 20:05:12,USER_1712,IoT,-44,70,N/A,56
2024-05-09 23:54:40,USER_8002,Inconnu,-105,264,47,92
,USER_2485,Appel Vidéo,-92,228,18,85
2024-02-21 14:04:57,USER_9233,,-42,23,35,74
2022-05-13 20:53:25,USER_6933,IoT,-51,260,9999,22
2024-05-05 17:47:54,USER_4213,Streaming,-118,167,83,58
2022-09-01 06:42:55,USER_1057,,-88,171,73,94
2022-03-11 20:53:50,USER_7005,Inconnu,999,90,73,6
2022-11-25 14:02:45,USER_9468,Inconnu,-57,253,75,5
2022-11-11 03:53:07,USER_7634,Appel Vidéo,-100,203,32,52
2023-01-09 20:40:12,,Streaming,-96,190,84,17
2022-02-02 01:55:42,USER_6405,Appel Vidéo,-40,5000,57,15
2024-07-13 09:33:23,USER_4474,,-62,111,1,50
2023-01-03 16:02:10,USER_7227,Inconnu,-45,280,99,Corrupt
2022-11-11 20:06:38,USER_8389,Navigation,-88,69,65,73
2022-01-07 18:54:43,USER_5718,Appel Vidéo,-67,35,40,150
2023-07-22 15:47:11,USER_6887,Inconnu,-98,67,10,39
2024-01-20 19:01:56,USER_2712,IoT,-100,253,88,54
2024-07-21 17:47:45,USER_4743,Appel Vidéo,-72,297,46,28
2022-06-12 11:45:11,Duplicate,Streaming,-200,266,57,1
2022-06-15 19:34:43,Duplicate,,-40,209,15,Corrupt
2022-06-06 23:03:22,USER_5069,Streaming,-86,151,77,19
2022-06-23 06:36:50,USER_3116,Streaming,-78,112,60,48
2024-04-22 16:39:04,USER_5946,,-103,44,4,56
2024-02-11 08:01:22,USER_1153,Appel Vidéo,-44,235,26,58
2022-10-20 15:12:52,,Streaming,-102,148,80,30
2024-05-13 13:06:39,USER_4759,Navigation,-82,58,9999,50
2024-06-21 18:37:56,USER_9844,Streaming,999,13,64,27
2024-11-28 17:53:33,USER_8856,Navigation,-92,167,24,53
2024-04-23 11:12:28,USER_8299,Appel Vidéo,-88,295,24,54
2022-10-19 18:35:50,USER_4828,,-85,126,8,31
2023-11-07 04:27:54,USER_2298,Inconnu,-118,136,54,32
2024-10-15 09:18:56,USER_1609,,-69,Error,65,31
2023-11-13 01:34:18,USER_6696,Streaming,999,8,75,81
2023-12-23 21:21:21,USER_7984,Navigation,-44,173,55,47
2023-04-25 15:35:26,USER_9007,Inconnu,-72,-10,46,81
2022-06-18 22:17:04,USER_3961,IoT,-77,243,49,46
2022-03-06 00:44:05,USER_6252,Appel Vidéo,-64,107,67,5
2022-08-12 15:34:42,USER_4168,Navigation,-58,Error,42,30
2024-11-17 17:12:16,USER_8286,Streaming,-114,58,27,150
2023-01-03 14:49:56,USER_2223,Inconnu,-76,101,72,16
2022-09-12 06:56:16,USER_8238,Streaming,-47,183,,84
2024-10-29 16:15:20,USER_2927,Streaming,-56,-10,15,91
2022-01-17 19:44:40,USER_6956,,-68,96,76,Corrupt
2024-06-04 21:05:03,123ABC,Navigation,-77,119,49,80
2023-03-03 22:50:59,USER_9548,Inconnu,,235,63,24
2022-09-09 08:13:23,USER_5597,Inconnu,-72,287,72,68
2024-01-25 11:02:39,USER_4406,Inconnu,-62,41,-5,93
2024-02-05 09:01:35,USER_7457,IoT,Invalid,21,90,3
2022-12-12 06:56:24,USER_2627,Streaming,-110,125,N/A,61
2022-09-03 18:42:38,USER_4326,Streaming,-98,-10,27,
2024-04-29 02:21:57,USER_6313,,-99,5000,4,27
2021-12-18 11:06:41,USER_4909,IoT,-71,,56,69
2024-01-01 09:55:35,USER_2579,Navigation,Invalid,135,93,41
2024-05-22 00:02:16,USER_7040,IoT,-68,56,98,29
2024-11-21 06:51:48,USER_2543,Streaming,-118,5000,52,93
2023-04-18 18:48:55,USER_3718,IoT,-40,172,13,65
2023-04-03 18:09:02,Duplicate,Streaming,-74,122,62,39
2023-11-08 14:24:55,USER_6560,Inconnu,-104,5000,55,1
2023-03-01 16:46:43,USER_4930,Inconnu,-76,,25,82
2022-11-10 21:30:09,USER_5734,Navigation,-70,122,81,150
2023-09-01 08:34:26,USER_5727,Inconnu,-79,83,77,4
2022-10-23 08:59:16,USER_5028,,-97,111,2,18
2023-04-05 22:02:14,USER_1301,Inconnu,-105,195,87,150
2023-11-05 05:36:21,USER_3172,Inconnu,-44,128,58,10
2023-06-19 02:31:42,USER_6581,Appel Vidéo,-72,61,-5,37
2023-09-22 21:02:53,USER_5361,Inconnu,-99,28,-5,150
2022-08-22 11:43:07,USER_9802,IoT,-51,74,46,51
2023-11-22 05:55:41,USER_3838,IoT,-200,5000,90,150
2022-10-06 11:02:08,USER_5772,Appel Vidéo,-89,26,44,55
2023-12-14 12:07:36,USER_2061,IoT,-89,128,51,49
2022-04-03 05:52:22,USER_2464,Navigation,-200,122,25,18
2021-12-23 23:20:31,USER_3081,Streaming,-84,191,48,43
2023-06-29 21:47:07,USER_9492,Streaming,-200,12,51,25
2024-04-29 03:55:12,USER_8900,IoT,-111,102,39,56
2024-01-24 12:24:23,USER_6797,IoT,-119,34,1,100
2024-07-21 08:55:49,USER_9855,Streaming,-108,109,36,23
2022-01-08 05:03:50,123ABC,Navigation,-72,Error,4,62
2024-07-31 12:15:14,USER_2703,IoT,-55,76,22,Corrupt
2023-04-10 07:31:50,USER_2834,IoT,-67,264,65,64
2024-12-08 22:50:38,USER_1474,Appel Vidéo,-83,143,31,7
2022-09-04 13:06:00,USER_3088,Streaming,-44,255,N/A,93
2022-04-02 19:34:06,USER_5313,Navigation,999,281,73,74
2022-08-22 01:21:04,USER_8431,Streaming,999,80,44,43
2024-04-16 18:59:29,,Navigation,-62,257,44,150
2023-03-12 07:40:43,USER_3830,Appel Vidéo,-63,196,30,91
2023-06-22 15:06:29,USER_7592,IoT,-71,170,1,92
2022-09-15 19:12:42,USER_2056,IoT,-66,42,28,76
2024-11-14 02:34:52,USER_3283,Appel Vidéo,-93,248,37,2
2024-04-02 07:05:38,USER_7364,Inconnu,-81,278,47,14
2023-04-14 04:24:10,USER_7006,Streaming,-57,83,54,75
2022-03-28 01:30:35,USER_4419,Navigation,-87,Error,76,Corrupt
2022-04-20 20:05:14,USER_8293,Inconnu,-71,90,82,39
2023-08-07 06:29:44,USER_9939,Appel Vidéo,999,154,10,31
2022-06-14 16:55:09,USER_1735,IoT,999,5000,11,
2022-03-07 23:34:28,USER_5686,Streaming,,32,52,15
2023-03-12 09:30:01,123ABC,Inconnu,-53,-10,88,3
2024-03-30 14:57:26,USER_7340,,-88,255,51,82
2022-08-21 10:36:04,USER_7684,,-76,299,57,6
2024-11-21 19:27:35,USER_9321,Navigation,-66,152,12,29
2022-01-03 02:23:00,USER_2839,Streaming,-60,20,89,80
2022-07-12 20:57:57,USER_4350,Streaming,-42,164,53,45
2023-09-30 09:20:20,USER_1823,,-71,55,52,0
2022-05-03 17:04:35,USER_5974,,-46,98,80,22
2024-10-24 17:23:01,Duplicate,IoT,-89,105,29,85
2022-09-15 18:49:56,USER_5101,IoT,-89,199,62,93
2023-08-15 19:46:47,USER_2989,Navigation,-91,26,32,150
2023-08-22 21:59:05,USER_8445,Streaming,-45,68,40,Corrupt
2024-03-28 19:58:07,,Navigation,-55,299,4,95
2024-01-24 21:00:37,USER_5046,Appel Vidéo,-116,35,61,91
Invalid,USER_7011,Streaming,-57,178,-5,9
2024-09-10 05:30:57,USER_9040,,-68,5000,66,76
2024-06-20 02:34:31,USER_8482,Navigation,Invalid,211,53,14
2024-08-14 21:30:15,USER_1795,Inconnu,-98,71,N/A,25
2023-08-13 00:39:50,USER_2012,Navigation,-46,280,10,21
2023-04-24 15:05:57,USER_3382,Inconnu,999,107,71,74
2023-12-07 05:52:35,USER_3193,Inconnu,-94,28,2,-50
2022-01-31 01:58:30,USER_7603,Appel Vidéo,-117,,46,16
2023-05-30 20:30:25,,Appel Vidéo,-94,99,46,96
2022-01-08 10:26:59,USER_3338,Navigation,-65,107,-5,50
2023-12-27 02:31:49,USER_1182,Appel Vidéo,-86,-10,72,81
2023-03-05 04:04:42,USER_3779,Navigation,-79,110,65,19
2023-06-25 04:09:19,USER_7192,Appel Vidéo,999,291,49,54
N/A,USER_9717,Inconnu,-62,123,33,24
2024-04-10 23:00:45,USER_2146,Streaming,-90,162,55,56
2022-05-08 03:02:28,USER_7067,Navigation,-52,206,89,12
2023-10-10 12:59:31,USER_8772,Appel Vidéo,999,57,2,31
2023-08-11 08:21:04,USER_9372,,Invalid,35,90,-50
2024-10-20 05:00:21,USER_1558,Appel Vidéo,-103,5,88,9
2022-11-06 14:14:08,USER_3634,IoT,-84,87,73,52
2022-11-09 12:04:48,USER_7055,,-85,-10,,65
2023-07-28 01:13:56,USER_4801,Streaming,-47,196,19,45
2023-08-12 17:20:55,USER_7213,IoT,-109,109,N/A,150
2024-05-24 04:44:53,USER_8604,IoT,-94,236,56,150
2022-07-11 02:04:50,USER_2237,Inconnu,-51,176,53,32
2023-08-21 23:30:13,USER_1405,Streaming,Invalid,114,88,98
2022-04-03 19:28:46,Duplicate,IoT,-108,206,90,91
2023-08-15 11:14:38,USER_5090,Streaming,-75,284,47,95
2022-12-25 13:38:26,USER_2287,Inconnu,-116,69,18,21
2024-01-11 03:42:43,USER_5858,Navigation,-98,293,34,85
2022-11-29 10:09:28,USER_9563,Navigation,-51,126,21,76
2021-12-17 02:21:39,USER_4906,,-60,230,73,75
2024-05-02 06:10:30,USER_7928,Streaming,-73,5000,80,150
2021-12-27 11:45:36,USER_3721,Inconnu,-86,155,-5,58
2022-05-01 13:30:55,USER_5336,Inconnu,-97,,9,19
2024-05-28 01:55:56,USER_3375,IoT,-41,105,9999,48
2024-03-10 14:13:30,USER_8971,Inconnu,-78,85,98,33
2023-07-30 05:01:14,USER_4804,IoT,-75,45,37,14
2023-08-29 02:22:16,USER_4357,Inconnu,-41,-10,26,56
2023-01-17 16:40:57,USER_9821,Inconnu,-103,136,44,150
2024-04-25 06:54:00,USER_9272,,-102,65,80,14
2022-03-28 05:16:45,USER_2877,Navigation,-56,115,2,62
2022-04-18 11:38:18,USER_4411,Navigation,-56,173,61,10
2023-08-08 21:09:17,Duplicate,Streaming,-77,99,38,94
2024-04-15 13:45:30,123ABC,,-113,100,44,62
2023-06-27 12:26:20,USER_6364,,-108,287,34,150
2023-08-25 13:52:40,USER_7603,,-58,78,12,150
2022-01-18 15:52:27,USER_2640,Appel Vidéo,-92,239,97,53
2022-08-20 02:06:03,USER_3166,Navigation,-74,177,1,48
2024-08-23 13:56:37,USER_6946,Streaming,-96,138,20,43
2024-02-08 02:11:26,USER_4210,Streaming,Invalid,65,81,Corrupt
2023-06-28 23:35:51,USER_9814,,-61,188,99,48
2022-07-15 03:47:33,Duplicate,IoT,-107,5000,92,98
2024-07-30 04:13:01,USER_2236,,-108,200,17,
2024-01-26 04:18:11,,Inconnu,-117,253,13,31
2023-06-25 11:19:14,USER_4382,,-85,47,9999,92
2022-07-08 12:38:43,,IoT,-59,198,55,150
2024-02-02 07:43:11,USER_3671,IoT,-73,144,34,39
2024-08-06 21:14:30,USER_3125,Inconnu,-93,252,24,
2023-07-15 05:49:24,Duplicate,,-105,181,98,13
2021-12-14 17:54:08,Duplicate,Inconnu,-74,225,93,44
2022-08-05 14:14:02,Duplicate,IoT,-96,278,94,26
2022-12-11 07:02:28,USER_8719,Navigation,-108,112,9999,51
2023-07-31 07:05:10,USER_5118,Streaming,-114,Error,5,18
2022-03-15 20:54:46,USER_6335,Inconnu,-200,260,2,49
2022-08-23 05:36:05,USER_7251,Appel Vidéo,Invalid,146,43,79
,USER_6096,Inconnu,-112,261,2,-50
2021-12-27 14:43:28,USER_3060,IoT,-93,47,6,8
2024-08-22 13:26:03,USER_9772,Navigation,-108,262,-5,95
2023-03-14 00:54:14,USER_9858,IoT,,30,77,60
2024-09-23 06:49:00,USER_7477,Navigation,-42,134,92,53
2024-11-21 07:53:59,USER_5821,Streaming,-77,5000,95,58
2023-11-09 17:10:12,USER_1991,Streaming,-79,270,,84
2022-04-02 17:18:48,USER_3329,,-43,82,9999,43
2024-06-26 18:06:43,USER_4485,Streaming,Invalid,49,66,79
2024-12-10 20:53:07,USER_2805,IoT,-66,6,57,9
2022-08-21 19:06:42,USER_9914,,-64,6,26,44
2022-03-04 21:39:32,USER_6416,Streaming,-78,15,22,Corrupt
2022-10-22 17:50:17,USER_3006,Appel Vidéo,-84,284,N/A,-50
2024-06-15 04:53:53,USER_7834,Inconnu,-111,139,9999,51
N/A,USER_3506,,-119,236,49,79
2023-10-11 00:19:32,USER_9662,Navigation,-111,113,88,82
2022-01-20 19:37:57,USER_1197,Streaming,999,5000,91,61
2024-09-26 10:28:11,USER_2697,,-72,Error,57,150
2023-09-19 13:57:09,USER_6849,Inconnu,-120,194,N/A,98
2022-09-13 13:18:19,USER_3321,Appel Vidéo,-109,-10,98,36
2023-07-08 19:59:19,USER_7202,Appel Vidéo,-200,Error,33,45
2023-06-17 11:34:42,USER_5010,Inconnu,-68,113,35,28
2023-08-28 05:21:32,USER_8036,Navigation,-80,82,57,80
2022-08-05 02:22:09,USER_6029,IoT,-51,73,2,28
2023-09-17 15:24:50,USER_2575,IoT,-107,46,66,29
2024-04-07 19:38:58,USER_5337,Navigation,-91,,81,35
2022-12-16 18:36:43,USER_2926,,-78,277,10,33
Invalid,USER_6157,Appel Vidéo,-41,194,54,11
2023-07-04 09:45:00,USER_1186,IoT,-79,103,37,24
2022-12-11 06:34:02,USER_4501,IoT,-120,257,61,8
2023-01-25 04:36:20,USER_6763,,-103,-10,47,61
2022-03-28 17:32:34,USER_7347,,-118,54,70,55
2021-12-26 18:41:15,USER_6783,,-72,98,,23
2023-05-29 06:09:02,USER_7956,,-56,171,27,14
2022-11-01 02:04:29,USER_1110,Inconnu,-46,260,9999,24
2024-10-06 00:42:15,USER_6417,Streaming,-90,7,48,42
2022-04-02 11:16:00,USER_4734,Appel Vidéo,-104,152,95,17
2022-10-14 16:39:34,USER_2247,Streaming,-76,60,98,28
2023-05-01 10:39:40,USER_8963,Appel Vidéo,-52,225,N/A,77
,USER_2313,IoT,-102,203,77,14
2023-01-18 06:09:34,USER_9363,Inconnu,-200,32,,52
2022-11-14 12:59:56,USER_5482,Inconnu,-64,213,83,-50
2023-09-29 02:07:07,USER_5689,,999,56,N/A,28
2022-11-23 18:58:56,USER_7946,Streaming,,134,68,56
2024-12-02 14:43:01,USER_9158,Inconnu,-85,,85,150
2024-06-08 04:40:19,USER_7833,Appel Vidéo,-70,243,-5,7
2022-02-04 04:18:25,123ABC,Streaming,-41,297,9999,84
2023-06-15 02:16:45,USER_3261,IoT,-45,18,20,10
2022-08-17 08:57:33,USER_3428,IoT,-98,47,11,31
2023-06-10 09:55:37,USER_7945,Navigation,-106,14,29,73
2023-07-20 07:28:20,USER_2733,Navigation,-114,153,N/A,90
2022-08-25 12:14:27,USER_7961,,999,5,-5,150
,USER_8057,Appel Vidéo,-91,62,53,93
2022-11-27 00:39:02,USER_8655,Appel Vidéo,-93,159,45,51
2024-07-05 02:03:43,USER_5466,Streaming,-72,142,25,88
2022-02-09 10:59:40,USER_4385,IoT,-89,213,70,31
2022-05-14 02:45:42,USER_8485,,-40,90,38,39
2021-12-31 08:48:52,USER_6196,IoT,-98,292,,58
2024-05-26 23:57:27,USER_4888,Appel Vidéo,-48,269,90,150
2024-03-05 03:51:34,USER_1871,Appel Vidéo,-96,120,41,77
2024-04-27 09:29:16,USER_3251,IoT,Invalid,193,94,150
2024-02-11 08:15:58,USER_8322,,-79,167,76,48
Invalid,USER_4175,Appel Vidéo,999,209,59,37
2024-10-20 16:36:28,USER_3372,Navigation,-99,155,11,6
2022-06-19 22:28:01,USER_5927,,-103,Error,69,93
2024-12-12 21:18:59,USER_6653,Appel Vidéo,-53,15,97,98
2024-07-31 22:39:28,USER_6511,Appel Vidéo,Invalid,290,25,67
2023-06-25 03:25:18,USER_1308,IoT,,-10,58,1
2023-06-25 06:23:57,USER_2856,IoT,-84,Error,2,30
2024-02-10 23:52:57,USER_7133,IoT,-120,50,53,19
2022-10-05 21:02:43,USER_6228,IoT,-40,-10,79,43
2024-03-30 16:50:01,USER_4455,Inconnu,-92,70,80,22
2024-03-01 16:33:59,USER_8521,Streaming,999,266,39,77
2022-10-19 00:12:16,USER_9389,IoT,-86,209,3,5
2023-06-21 15:31:48,USER_3204,Streaming,-49,,51,0
2024-04-13 15:15:49,USER_8142,Appel Vidéo,-78,115,79,15
2023-09-15 18:20:19,USER_5491,Inconnu,-95,5000,24,Corrupt
2024-05-24 16:11:00,USER_2008,Inconnu,-62,128,45,96
2024-04-30 12:14:27,USER_2903,Streaming,-55,6,7,77
2022-12-06 02:06:50,Duplicate,Appel Vidéo,-65,276,9999,39
,USER_7717,Navigation,-115,298,50,62
2022-05-09 17:33:19,USER_4384,Appel Vidéo,-78,85,35,42
2023-03-14 15:58:58,USER_3524,,-109,221,45,78
2023-08-08 17:35:34,USER_9035,Streaming,-200,199,5,83
2023-03-08 17:41:21,USER_9043,Streaming,-92,300,5,18
2022-04-25 03:53:03,USER_2625,Inconnu,-73,7,39,83
2022-11-25 05:11:43,USER_4052,Streaming,-117,271,70,67
2023-08-07 07:25:07,USER_7413,Navigation,-99,141,91,93
2022-05-10 13:40:21,USER_9463,Navigation,-119,215,44,68
2024-04-20 15:35:17,USER_2140,Navigation,-83,179,44,62
2023-03-05 13:59:26,USER_7743,,-48,5,28,59
2023-05-12 07:28:44,USER_9907,Appel Vidéo,-111,164,38,32
2023-05-21 15:02:01,USER_9033,,-98,231,93,41
2022-11-24 00:21:30,USER_4960,Navigation,-86,234,90,
2022-03-10 15:29:31,USER_1421,Inconnu,-88,-10,41,92
2023-08-28 00:51:54,USER_9362,Appel Vidéo,-94,5000,18,62
2024-03-13 18:10:47,USER_5366,Navigation,-49,5000,69,68
2023-11-24 20:47:25,,Inconnu,-119,99,50,24
2022-12-12 20:16:29,,,-56,183,51,47
2023-02-24 17:07:28,USER_1192,IoT,-65,269,82,12
2023-08-10 10:58:31,USER_6874,,-120,,57,88
2024-04-24 14:17:25,USER_9985,Navigation,-58,5000,60,150
2024-01-17 21:37:35,USER_6342,Inconnu,,207,10,92
2021-12-15 20:11:50,USER_6796,Inconnu,-113,287,35,2
2023-11-25 18:23:31,USER_2212,Streaming,-108,35,68,76
Invalid,USER_5878,,-90,120,97,38
2024-03-23 22:35:21,USER_8625,IoT,999,-10,48,28
2024-08-25 09:11:30,USER_9215,IoT,-88,206,74,60
2023-04-07 07:30:35,,Inconnu,-61,236,33,72
2022-01-01 18:30:58,USER_4207,Streaming,-112,238,76,66
2024-11-15 21:58:10,USER_9319,Appel Vidéo,-57,,85,17
2024-04-09 02:25:40,Duplicate,IoT,-106,5000,27,3
2022-05-16 06:22:48,USER_1283,Navigation,-100,-10,54,21
2024-03-09 10:41:13,USER_6252,,-69,9,24,12
2024-07-12 23:43:28,USER_2115,IoT,-110,299,90,1
,USER_6200,Appel Vidéo,-52,269,89,74
2024-08-03 04:29:10,123ABC,IoT,-41,169,48,14
2022-08-16 15:39:31,USER_5953,Appel Vidéo,-110,60,35,8
2023-02-20 17:18:43,USER_8462,Streaming,-52,273,6,57
2024-04-03 09:38:48,USER_5930,Navigation,-43,87,76,Corrupt
2024-08-14 19:50:26,USER_4275,Inconnu,-67,,96,97
2022-08-19 18:00:05,USER_5267,Navigation,-116,279,64,67
2024-09-28 02:53:07,USER_2758,,-84,74,45,3
2023-02-09 02:28:02,USER_7963,,-52,159,7,93
2022-10-13 16:43:32,USER_6046,Appel Vidéo,-61,49,97,Corrupt
2022-04-24 23:56:18,USER_9829,Streaming,999,174,40,50
2022-05-06 05:50:54,USER_9133,Appel Vidéo,-105,172,24,70
2022-06-24 15:36:26,USER_3245,Navigation,-111,5000,57,23
2024-07-19 03:48:46,USER_5874,IoT,-114,,56,26
2024-02-07 11:56:16,USER_8655,IoT,-99,,12,62
2022-03-07 10:38:07,USER_8948,,-114,212,19,59
Invalid,USER_9288,Navigation,-63,197,59,14
2023-10-19 20:28:06,USER_9051,,-120,184,14,51
2023-09-07 08:23:04,USER_6424,IoT,-94,,N/A,85
N/A,USER_5250,IoT,-96,45,9,12
2024-09-20 03:05:53,USER_2585,IoT,999,49,9999,27
2022-01-31 12:48:54,USER_8978,Streaming,Invalid,181,47,53
2022-10-15 14:45:22,USER_6023,IoT,-115,294,87,54
2024-09-26 03:35:08,USER_6522,Inconnu,-70,79,98,22
2022-03-29 20:13:07,USER_9441,Streaming,-65,289,42,27
2024-06-15 23:45:28,USER_4090,,-105,147,89,13
2022-03-30 23:58:39,,Navigation,-72,174,76,13
2024-07-01 09:54:38,USER_3870,Appel Vidéo,-109,-10,50,-50
